flyer_name,product_name,unit_promo_price,uom,least_unit_for_promo,save_per_unit,discount,organic
week_8_page_4,Organic Peaches & Nectarines,2.99,lb,1,1,0.25,1
week_8_page_4,Organic 3 lb. Bag Gala Apples,1.99,lb,1,0.5,0.2,1
week_8_page_4,Organic Celery,2.5,,1,2.98,,1
week_8_page_4,Fresh Hop,,,1,,,0
week_8_page_4,Organic Cucumbers,,,5,,1.04,1
week_8_page_4,Salsa & Guacamole,,lb,1,1,,0
week_8_page_4,Whole Seedless Watermelon,,,1,,,0
week_8_page_4,Grass Fed Whey Powder,,,1,,,0
week_8_page_4,Fresh Hop,,Leg quart,1,,,0
week_8_page_4,Fresh Hop,,3 oz,1,,,0
week_8_page_4,Fresh Hop,,3 oz,1,,,0
week_8_page_4,Fresh Hop,,,1,,,0
week_9_page_1,Potato Chips,4.99,lb,1,1,0.17,0
week_9_page_1,Salad,7.99,lb,1,1,0.11,0
week_9_page_1,Chicken Breast,3.99,lb,1,2,0.33,0
week_9_page_1,Boneless Pork Chops,3.99,lb,1,2.5,0.39,0
week_9_page_1,Pork Baby Back Ribs,1.99,lb,1,2.5,0.56,0
week_9_page_1,Blackberries,2.5,Half Pint,1,3.98,,0
week_9_page_1,Dale's Pale Ale,,6 can,1,,,0
week_9_page_1,NY Strip,,,1,,,0
week_9_page_1,NY Strip Steak,,,1,,,0
week_9_page_1,NY Strip Steak,,,1,,,0
week_9_page_1,Flank Steaks,,,1,,,0
week_9_page_1,Boneless Boston Butt Pork Roast,,,1,,,0
week_9_page_1,NY Strip Steak,,,1,,,0
week_9_page_1,Skirt Steaks,,,1,,,0
week_9_page_1,Flank Steaks,,,1,,,0
week_9_page_2,Authentic Brioche Hamburer Buns,5.49,6 Pack,1,0.5,0.08,0
week_9_page_2,Natural Hamburger & Hot Dog Buns,3.99,17 oz,1,0.5,0.11,0
week_9_page_2,Greek Salad,0.39,7 oz,1,1,0.72,0
week_9_page_2,Orange & Grapefruit Juices,13.99,lb,1,4,0.22,0
week_9_page_2,Organic Chickpea Snacks,3,4 oz,1,1.38,,1
week_9_page_2,Garden Herb & Old Fashioned Potato Salad,,13 oz,1,,,0
week_9_page_2,Kettle Chips,,16 oz,1,,,0
week_9_page_2,Irish Cheddar in Parchment,,7 oz,1,,,0
week_9_page_2,BRAND WIDE SALE,,,1,,,0
week_9_page_2,Hair Care,,,1,,,0
week_9_page_2,BRAND WIDE SALE,,,1,,,0
week_9_page_2,Cabernet & Chardonnay,,750 ml,1,,,0
week_9_page_2,Organic Chickpea Snacks,,4 oz,1,,,1
week_9_page_2,Garden Herb & Old Fashioned Potato Salad,,13 oz,1,,,0
week_9_page_2,Kettle Chips,,16 oz,1,,,0
week_9_page_3,Icelandic Style Yogurt,1.5,4.4-5.3 oz,1,0.58,,0
week_9_page_3,Lemonade,,16 oz,1,,,0
week_9_page_3,Sodas,,6 Pack,1,,,0
week_9_page_3,Bulk Body Care,,,1,,,0
week_9_page_3,Chocolate Bars,,3.2 oz,1,,,0
week_9_page_3,Ice Cream,,48 oz,1,,,0
week_9_page_3,Cereals,,10-14 oz,1,,,0
week_9_page_3,Organic Apple Sauce,,4 Pack,1,,,1
week_9_page_3,Teas,,12 oz,1,,,0
week_9_page_3,Frozen Fruit Bars,,Fr oz,1,,,0
week_9_page_3,Organic Ketchup,,Ketchup oz,1,,,1
week_9_page_3,Organic Squeeze Mustards,,12 oz,1,,,1
week_9_page_3,Organic Apple Sauce,,4 Pack,1,,,1
week_9_page_3,Icelandic Style Yogurt,,4.4-5.3 oz,1,,,0
week_9_page_3,Frozen Fruit Bars,,Fr oz,1,,,0
week_9_page_4,House-Made Pork Sausages,2.99,lb,1,1,0.25,0
week_9_page_4,Fresh Hop,7.99,lb,1,5,0.38,0
week_9_page_4,Chicken Breast Kabobs,3.99,lb,1,3,0.43,0
week_9_page_4,Filet Kabobs,8.99,lb,1,2,0.18,0
week_9_page_4,Wild Alaska Cod Fillets,9.99,lb,1,3,0.23,0
week_9_page_4,Organic Grape Tomatoes,3,1 Pint,1,1.98,,1
week_9_page_4,5-Pack Non-GMO Corn,,,1,,,0
week_9_page_4,5-Pack Non-GMO Corn,,,1,,,0
week_9_page_4,Organic Zucchini & Yellow Squash,,,1,,,1
week_9_page_4,Asparagus,,,1,,,0
week_9_page_4,Salsa & Guacamole,,,1,,,0
week_9_page_4,Whole Seedless Watermelon,,,1,,,0
week_9_page_4,Organic Grape Tomatoes,,1 Pint,1,,,1
week_10_page_1,New York Strips,3.99,lb. bag,1,3,0.43,0
week_10_page_1,Ground Chuck,3.99,lb,1,3.5,,0
week_10_page_1,Natural Calm Magnesium Support,,,1,,,0
week_10_page_1,All Bacon,,,1,,,0
week_10_page_1,Vitamin B12 & D3 Gummies,,,1,,,0
week_10_page_1,Cooked Shrimp,,,1,,,0
week_10_page_1,Napa Chicken Salad,,,1,,,0
week_10_page_1,Organic Green Kale,,,1,,,1
week_10_page_1,Cooked Shrimp,,,1,,,0
week_10_page_1,American White Shrimp,,,1,,,0
week_10_page_2,5-Pack Cookies,4..99,1 Pack,1,1.3,,0
week_10_page_2,Egg Rolls & Spring Rolls,,,1,,0.5,0
week_10_page_2,Deli Meats,,,1,,,0
week_10_page_2,Oktoberfest & Pale Ale,,6 Pack,1,,,0
week_10_page_2,Seasonal Fruit Galettes,,20 oz,1,,,0
week_10_page_2,Hummus,,8 oz,1,,,0
week_10_page_2,Maple Caramel Cake,,4 inch,1,,,0
week_10_page_2,Pumpkin Down & Sculpin,,6 Pack,1,,,0
week_10_page_2,Clawhammer,,6 Pack,1,,,0
week_10_page_2,English Muffins,,,1,,,0
week_10_page_2,BRAND WIDE SALE,,,1,,,0
week_10_page_2,Rustic Red Cheddar,,,1,,,0
week_10_page_3,Bulk Body Care,7.99,lb,1,1,0.11,0
week_10_page_3,Organic 3 lb. Bag Gala Apples,,5-12 oz,1,,0.25,1
week_10_page_3,Yoghurt,2,8 oz,1,0.98,,0
week_10_page_3,Lentil Chips,,4 oz,1,,,0
week_10_page_3,Frozen Fruit,,Fr oz,1,,,0
week_10_page_3,Kombucha,,16 oz,1,,,0
week_10_page_3,Restaurant Style Tortilla Chips,,10-11 oz,1,,,0
week_10_page_3,Organic Ready-to-Eat Rice,,8 oz,1,,,1
week_10_page_3,Just Juices,,32 oz,1,,,0
week_10_page_3,Orange & Grapefruit Juices,,59 oz,1,,,0
week_10_page_3,Organic Cleaners,,32 oz,1,,,1
week_10_page_3,Organic Gluten-Free Crispy Rice Bars,,5 Pack,1,,,1
week_10_page_3,Organic Ready-to-Eat Rice,,8 oz,1,,,1
week_10_page_3,Just Juices,,32 oz,1,,,0
week_10_page_4,Organic Grape Tomatoes,3.5,1 Pint,1,0.98,,1
week_10_page_4,Organic Peaches & Nectarines,,,1,,,1
week_10_page_4,5-Pack Non-GMO Corn,,,1,,,0
week_10_page_4,Organic Cucumbers,,,1,,,1
week_10_page_4,Organic Zucchini,,,1,,,1
week_10_page_4,Porterhouse Steaks,,,1,,,0
week_10_page_4,Tomatoes on the Vine,,,1,,,0
week_10_page_4,Grass Fed Whey Powder,,,1,,,0
week_10_page_4,Seasoned Half Chickens,,,1,,,0
week_10_page_4,Wild Alaska Cod Fillets,,3 oz,1,,,0
week_10_page_4,Seasoned Half Chickens,,,1,,,0
week_10_page_4,Coconut Shrimp Ring with Mango Sauce,,12 oz,1,,,0
week_10_page_4,Organic Cucumbers,,,1,,,1
week_11_page_1,Organic Laundry Detergent,12.99,100 oz,1,2,0.13,1
week_11_page_1,Wild Alaska Cod Fillets,9.99,lb,1,5,0.33,0
week_11_page_1,New York Strips,3.99,ib. bag,1,3,0.43,0
week_11_page_1,Chicken Breast,2.99,lb,1,4,0.57,0
week_11_page_1,Ground Chuck,3.99,lb,1,4,0.5,0
week_11_page_1,Organic Red & Green Seedless Grapes,2.49,lb,1,1.5,0.38,1
week_11_page_1,Organic Strawberries,3.99,,1,2,0.33,1
week_11_page_1,Country Style Pork Ribs,,,1,,0.2,0
week_11_page_1,Grass Fed Whey Powder,15.99,lb,1,3,0.16,0
week_11_page_1,Curry Chicken Salad,7.99,lb,1,2,0.2,0
week_11_page_1,Grass Fed Whey Powder,0.99,lb,1,3,0.75,0
week_11_page_2,Kale Lemonade,,20 oz,1,1,,0
week_11_page_2,Broccoli Cranberry Salad,6.99,lb,1,2,0.22,0
week_11_page_2,Kale Caesar Salad,,8 oz,1,4.99,0.5,0
week_11_page_2,Maple Caramel Cake,,,1,,,0
week_11_page_2,Maple Caramel Cake,,,1,,,0
week_11_page_2,Applewood Smoked Ham,,,1,,,0
week_11_page_2,Fresh Hop,,3 inch,1,,,0
week_11_page_2,Sangiovese Riserva DOCG,,750 ml,1,,,0
week_11_page_2,Collagen Supplements,,,1,,,0
week_11_page_2,BRAND WIDE SALE,,,1,,,0
week_11_page_2,Vega One Nutritional Shakes,,,1,,,0
week_11_page_3,Bulk Body Care,4.49,lb,1,0.5,0.1,0
week_11_page_3,Bulk Body Care,4.49,lb,1,0.5,0.1,0
week_11_page_3,Avocado Oil Chips,7.99,12 oz,1,2,0.2,0
week_11_page_3,Pre Packaged Bulk,,Pre Pack,1,,0.2,0
week_11_page_3,Almond Milk,3.99,48 oz,1,1,0.2,0
week_11_page_3,Organic Frozen Vegetables,2.5,Fr oz,1,1.78,,1
week_11_page_3,Cookies,,Cookies oz,1,,,0
week_11_page_3,Organic Applesauce,,24 oz,1,,,1
week_11_page_3,Organic Soy Non-Dairy Beverage,,Half gallon,1,,,1
week_11_page_3,Large 16 Pizza,,D oz,1,,,0
week_11_page_3,Organic Canned Pumpkin,,15 oz,1,,,1
week_11_page_3,Organic Tea Bags,,Tea bag,1,,,1
week_11_page_3,Organic Canned Beans,,15 oz,1,,,1
week_11_page_3,Organic Canned Beans,,15 oz,1,,,1
week_11_page_3,Organic Canned Pumpkin,,15 oz,1,,,1
week_11_page_4,Organic 3 lb. Bag Gala Apples,1.79,lb,1,0.7,0.28,1
week_11_page_4,Asparagus,3.99,lb,1,2,0.33,0
week_11_page_4,Organic Peaches & Nectarines,2.99,lb,1,1,0.25,1
week_11_page_4,Cored Pineapple,349/e.a.,1 Pint,1,0.5,,0
week_11_page_4,Cored Pineapple,,1 Pint,1,,,0
week_11_page_4,Blueberries,,Half Pint,1,,,0
week_11_page_4,Wild Alaska Cod Fillets,,,1,,,0
week_11_page_4,Fresh Hop,,5 oz,1,,,0
week_11_page_4,Sliced Lunch Meats,,7 oz,1,,,0
week_11_page_4,Grass Fed Whey Powder,,,1,,,0
week_11_page_4,Maryland Crab Cakes,,3 oz,1,,,0
week_11_page_4,Bone-In Pork Chops,,,1,,,0
week_11_page_4,Organic Grape Tomatoes,,1 Pint,1,,,1
week_11_page_4,Blueberries,,Half Pint,1,,,0
week_12_page_1,signature Chicken Tortilla Soup,11..99,,1,,,0
week_12_page_1,signature Chicken Tortilla Soup,,,1,,,0
week_12_page_1,signature Chicken Tortilla Soup,.$4,,1,,,0
week_12_page_1,High HO Alkanized Ionized Water,,,1,8,0.5,0
week_12_page_1,Ground Chuck,3.99,lb,1,4,0.5,0
week_12_page_1,Grass Fed Whey Powder,8.99,lb,1,4,0.31,0
week_12_page_1,New York Strips,399/B.ag,Ib. bag,1,3,,0
week_12_page_1,Wild Alaska Cod Fillets,11.99,lb,1,8,0.4,0
week_12_page_1,Fresh Hop,3.99,lb,1,1,0.2,0
week_12_page_1,Organic Red & Green Seedless Grapes,2.49,lb,1,1.5,0.38,1
week_12_page_1,Original Chicken Salad,7.99,lb,1,2,0.2,0
week_12_page_1,Organic 3 lb. Bag Gala Apples,,,1,,0.2,1
week_12_page_1,Cooked Shrimp,0.99,lb,1,5,0.83,0
week_12_page_1,American White Shrimp,1.5,,1,2,,0
week_12_page_2,Croissant Sandwiches,4.99,,1,1,0.17,0
week_12_page_2,Applewood Smoked Turkey,0.99,lb,1,2,0.67,0
week_12_page_2,Energy Seed Salad,3.99,7 oz,1,1,0.2,0
week_12_page_2,Vegan Mock Chicken Salad,8.99,lb,1,2,0.18,0
week_12_page_2,Red Raspberry Punch Smoothie,,20 oz,1,1,,0
week_12_page_2,Coffee,8.99,12 oz,1,3,0.25,0
week_12_page_2,Pretzel Bites,0.29,4 oz,1,1,0.78,0
week_12_page_2,Coffee,7.99,12 oz,1,3,0.27,0
week_12_page_2,Maple Caramel Cake,8.99,16 oz,1,1,0.1,0
week_12_page_2,Organic Wines,10.99,,1,9,0.45,1
week_12_page_2,4-Pack Muffins,5.99,1 Pack,1,1,0.14,0
week_12_page_2,Maple Caramel Cake,6.99,16 oz,1,1,0.13,0
week_12_page_3,Chocolate Bars,3,3 oz,1,1.58,,0
week_12_page_3,Nutritional Bars,,2.4 oz,1,,,0
week_12_page_3,Market Style Bacon,,15 oz,1,,,0
week_12_page_3,Teas,,,1,,,0
week_12_page_3,BRAND WIDE SALE,,,1,,,0
week_12_page_3,Grass Fed Whey Powder,,,1,,,0
week_12_page_3,Organic White & Brown Rice,,,1,,,1
week_12_page_3,White American Shrimp,,,1,,,0
week_12_page_3,Canned Pink Salmon,,14.75 oz,1,,,0
week_12_page_3,Frozen Gluten Free Mini Pizzas,,Fr oz,1,,,0
week_12_page_3,Organic Deluxe Mac & Cheese,,12-14 oz,1,,,1
week_12_page_3,Whole & Quartered Canned Artichoke Hearts,,& quart,1,,,0
week_12_page_3,Frozen Vegetables,,Fr oz,1,,,0
week_12_page_3,Chocolate Bars,,3 oz,1,,,0
week_12_page_4,Grass Fed Whey Powder,4.99,lb,1,3,0.38,0
week_12_page_4,London Broil,4.99,lb,1,3,0.38,0
week_12_page_4,Party Dips & Spreads,3,7 oz,1,1.98,,0
week_12_page_4,Grass Fed Whey Powder,,,1,,,0
week_12_page_4,Coconut & Tornado Shrimp Rings,,12 oz,1,,,0
week_12_page_4,Grass Fed Whey Powder,,,1,,,0
week_12_page_4,Organic Sweet Potatoes,,,1,,,1
week_12_page_4,Organic Honeycrisp Apples,,Half Pint,1,,,1
week_12_page_4,Blueberries & Blackberries,,Half Pint,1,,,0
week_12_page_4,Organic Peaches & Nectarines,,,1,,,1
week_12_page_4,Carving Pumpkins,,,1,,,0
week_12_page_4,Organic Celery,2,,2,1.99,0.5,1
week_12_page_4,Blueberries & Blackberries,,Half Pint,1,,,0
week_13_page_1,24 Month Parmigiano Reggiano DOP,9.99,lb,1,9,0.47,0
week_13_page_1,NY Strip Steaks,10.99,lb,1,6,0.35,0
week_13_page_1,NY Strip,,,1,6,0.5,0
week_13_page_1,Scottish Salmon Fillet,9.99,lb,1,5,0.33,0
week_13_page_1,Wild American White Shrimp,7.99,lb,1,5,0.38,0
week_13_page_1,Fresh Hop,1.29,lb,1,1.3,0.5,0
week_13_page_1,Cranberry Pecan Chicken Salad,7.99,lb,1,2,0.2,0
week_13_page_1,Bone-In Pork Chops,5.49,lb,1,1,0.15,0
week_13_page_1,Natural Calm Magnesium Support,,,1,,0.25,0
week_13_page_1,Organic Red & Green Seedless Grapes,2.99,lb,1,1,0.25,1
week_13_page_1,Organic 3 lb. Bag Gala Apples,1.49,lb,1,1,0.4,1
week_13_page_1,New York Strips,399/B.ag,lb. bag,1,3,,0
week_13_page_2,Grilled Chicken Caesar Salad,3.99,7 oz,1,1,0.2,0
week_13_page_2,Oven Roasted Turkey Breast,0.99,lb,1,2,0.67,0
week_13_page_2,Deli Meats,3.99,8.4-12.8 oz,1,1,0.2,0
week_13_page_2,Roasted Brussels Sprouts with Garlic,8.99,lb,1,1,0.1,0
week_13_page_2,PB&J Smoothie,,20 oz,1,1,,0
week_13_page_2,organic Cucumbers,5,16 oz,1,5.98,,0
week_13_page_2,All Bacon,,16 oz,1,,,0
week_13_page_2,6-Pack Mini Maple Danish,,,1,,,0
week_13_page_2,Coffee Bags,,Coffee bag,1,,,0
week_13_page_2,Big Tomato,,750 ml,1,,,0
week_13_page_2,5-Pack Cookie Sandwiches,,,1,,,0
week_13_page_2,8-Pack Mini Croissant,,,1,,,0
week_13_page_3,Bulk Body Care,2.99,lb,1,1,0.25,0
week_13_page_3,Body Wash,0.99,30 oz,1,5,0.83,0
week_13_page_3,Nutritional Bars,1,1.6-1.7 oz,1,6.9,,0
week_13_page_3,Organic Soy Free Pasture Raised Eggs,,D oz,1,,,1
week_13_page_3,Boomchickapop,,4.5-7 oz,1,,,0
week_13_page_3,BRAND WIDE SALE,,,1,,,0
week_13_page_3,BRAND WIDE SALE,,,1,,,0
week_13_page_3,Frozen Angus Burger Patties,,Fr oz,1,,,0
week_13_page_3,All Bacon,,8 Pack,1,,,0
week_13_page_3,Organic Maple Creme Cookies,,11.4 oz,1,,,1
week_13_page_3,Organic Pumpkin Spiced Cider,,30 oz,1,,,1
week_13_page_3,Organic Pumpkin Spiced Cider,,30 oz,1,,,1
week_13_page_3,Body Wash,,30 oz,1,,,0
week_13_page_3,Organic Maple Creme Cookies,,11.4 oz,1,,,1
week_13_page_4,Grass Fed Whey Powder,14.99,lb,1,4,0.21,0
week_13_page_4,Meatloaf & Meatballs,4.99,lb,1,1,0.17,0
week_13_page_4,Grass Fed Whey Powder,4..99,lb,1,3,,0
week_13_page_4,Grass Fed Whey Powder,9.99,lb,1,3,0.23,0
week_13_page_4,Ground Chuck,12..99,lb,1,,,0
week_13_page_4,Grass Fed Whey Powder,4.99,lb,1,3,0.38,0
week_13_page_4,Organic Chicken Sausage,5.99,12 oz,1,1,0.14,1
week_13_page_4,Raspberries,3.5,Half Pint,1,2.98,,0
week_13_page_4,Orange Bell Peppers,,,1,,,0
week_13_page_4,Organic 3 lb. Bag Gala Apples,,,1,,,1
week_13_page_4,Carving Pumpkins,,,1,,,0
week_13_page_4,Organic Celery,,,1,,,1
week_13_page_4,Organic Chicken Sausage,,12 oz,1,,,1
week_13_page_4,Organic Celery,,,1,,,1
week_14_page_1,Organic 3 lb. Bag Gala Apples,,,1,1,0.5,1
week_14_page_1,Organic 3 lb. Bag Gala Apples,1.49,lb,1,1,0.4,1
week_14_page_1,Blackened Chicken Salad,7.99,lb,1,3,0.27,0
week_14_page_1,Scottish Salmon Fillets,10.99,lb,1,4,0.27,0
week_14_page_1,Non-GMO Honeycrisp Apples,1.99,lb,1,2,0.5,0
week_14_page_1,Signature & Carolina Coleslaws,2.69,lb,1,1.3,0.33,0
week_14_page_1,Beef Burger Patties,1,2.5 lb,10,9.99,0.5,0
week_14_page_1,Ribeyes & NY Strip Steaks,8.99,lb,1,4,0.31,0
week_14_page_1,Skirt & Flank Steaks,7.99,lb,1,3,0.27,0
week_14_page_1,Filet Mignon,15.99,lb,1,3,0.16,0
week_14_page_1,Stew Beef,4.99,lb,1,1.5,0.2,0
week_14_page_1,Ground Sirloin Round,3.99,lb,1,4,0.5,0
week_14_page_2,Red Sunset Juice,,20 oz,1,1,,0
week_14_page_2,Organic Soup Cups,5.99,16 oz,1,,,1
week_14_page_2,Chicken Breast,9.99,lb,1,2,0.17,0
week_14_page_2,Tortilla Chips,3.99,750 ml,1,1,0.2,0
week_14_page_2,Vegan Nuggets with Thai Chili Sauce,8.99,lb,1,2,0.18,0
week_14_page_2,Vegan Cheese Shreds,.$5,1 Pack,1,1.99,,0
week_14_page_2,Red & Green Seedless Grapes,5.99,750 ml,1,4,0.4,0
week_14_page_2,Fast Forward,7.99,12 oz,1,4,0.33,0
week_14_page_2,Loaf Bread,5.49,18 oz,1,0.8,0.13,0
week_14_page_2,5-Pack Cookies,4..99,1 Pack,1,1,,0
week_14_page_2,Organic Soup Cups,,16 oz,2,,0.5,1
week_14_page_2,Loaf Bread,,18 oz,1,0.8,0.5,0
week_14_page_3,Bone Broth Powder,23.99,,1,8,0.25,0
week_14_page_3,Nutritional Bars,1,2.4 oz,1,2.5,,0
week_14_page_3,Yogurt,,5.3 oz,1,,,
week_14_page_3,Cream Cheese,,tablet,1,,,0
week_14_page_3,Country Style Pork Ribs,,,1,,,0
week_14_page_3,Country Style Pork Ribs,,,1,,,0
week_14_page_3,Low Fat Kefir,,1 quart,1,,,0
week_14_page_3,Cereal,,6.5-20 oz,1,,,0
week_14_page_3,Nut Thins,,16 oz,1,,,0
week_14_page_3,Organic Raisins,,6 Pack,1,,,1
week_14_page_3,Organic Tea,,Tea bag,1,,,1
week_14_page_3,Organic Ginger Snaps,,10 oz,1,,,1
week_14_page_3,Cookies,,20 oz,1,,,0
week_14_page_3,Organic Ginger Snaps,,10 oz,1,,,1
week_14_page_4,Real Blue Crab Dips,5,5 oz,1,0.99,0.17,0
week_14_page_4,Grass Fed Whey Powder,,oz,1,,,0
week_14_page_4,Fresh Hop,,5 oz,1,,,0
week_14_page_4,Beef Wellington,8.99,9 oz,1,2,0.18,0
week_14_page_4,Grass Fed Whey Powder,,,1,,,0
week_14_page_4,Double Crusted Chicken Pot Pies,10.99,38 oz,1,2,,0
week_14_page_4,Organic Red & Green Seedless Grapes,2.99,lb,1,1,0.25,1
week_14_page_4,Organic Celery,2,,2,,,1
week_14_page_4,Organic Green Kale,2,,1,,,1
week_14_page_4,Organic Grape Tomatoes,3.5,1 Pint,2,0.49,,1
week_14_page_4,Carving Pumpkins,4,,1,,,0
week_14_page_4,"Organic Red, Orange, & Yellow Bell Peppers",2.5,,2,1.49,0.38,1
week_15_page_1,Maple Cream Cupcakes,3,32 oz,1,0.98,,0
week_15_page_1,Cream Cheese,,32 oz,1,,,0
week_15_page_1,Carving Pumpkins,,,1,,,0
week_15_page_1,Fresh Hop,,,1,,,0
week_15_page_1,Ground Chuck,,,1,,,0
week_15_page_1,Wild Alaska Cod Fillets,,,1,,,0
week_15_page_1,High HO Alkanized Ionized Water,,,1,,,0
week_15_page_1,Grass Fed Whey Powder,,,1,,,0
week_15_page_1,All Bacon,,,1,,,0
week_15_page_1,Maryland Crab Cakes,,3 oz,1,,,0
week_15_page_1,Coconut & Tornado Shrimp Rings,,,1,,,0
week_15_page_1,Coconut & Tornado Shrimp Rings,,,1,,,0
week_15_page_1,Napa Chicken Salad,,,1,,,0
week_15_page_1,Organic 3 lb. Bag Gala Apples,,,1,,,1
week_15_page_1,2 lb. Bag Organic Lemons,,lb,1,,,0
week_15_page_2,Maple Honey Ham,9.99,lb,1,2,0.17,0
week_15_page_2,Organic Soup Cups,5.99,16 oz,1,,,1
week_15_page_2,Kid's Smoothies,,,1,1,0.5,0
week_15_page_2,Kid's Smoothies,2.5,9 oz,1,1,,0
week_15_page_2,Broccoli & Cranberry Salad,,,1,,,0
week_15_page_2,Deli Meats,,,1,,,0
week_15_page_2,Cookies,,3 oz,1,,,0
week_15_page_2,Sangiovese Riserva DOCG,,750 ml,1,,,0
week_15_page_2,Flesh & Blood IPA or Punkin Ale,,,1,,,0
week_15_page_2,American White Shrimp,,750 ml,1,,,0
week_15_page_2,Maple Cream Cake,,4 inch,1,,,0
week_15_page_2,Cake Slices,,,1,,,0
week_15_page_2,Organic Soup Cups,,16 oz,1,,,1
week_15_page_3,Salad,3.29,Fr oz,1,1.2,0.27,0
week_15_page_3,Unsweetened Almond Milk,2.99,Half gallon,1,1,0.25,0
week_15_page_3,Organic Cereal,3,8.6-16 oz,1,3.98,,1
week_15_page_3,Gluten-Free Oats,,24-32 oz,1,,,0
week_15_page_3,Herbal Tea,,1 Pack,1,,,0
week_15_page_3,Kombucha,,16 oz,1,,,0
week_15_page_3,Bulk Body Care,,,1,,,0
week_15_page_3,Organic Canned Beans,,15 oz,1,,,1
week_15_page_3,Organic Maple Creme Cookies,,11.4 oz,1,,,1
week_15_page_3,Pisgah Crunch Trail Mix,,12 oz,1,,,0
week_15_page_3,Organic Frozen Pizza,,12-13 oz,1,,,1
week_15_page_3,Organic Cereal,,8.6-16 oz,1,,,1
week_15_page_3,Tortilla Chips,,5.5 oz,1,,,0
week_15_page_3,Organic Maple Creme Cookies,,11.4 oz,1,,,1
week_15_page_4,Grass Fed Whey Powder,15.99,lb,1,3,0.16,0
week_15_page_4,Grass Fed Whey Powder,4.99,lb,1,3,0.38,0
week_15_page_4,Chicken Rollers,3,7 oz,1,1.98,,0
week_15_page_4,Smoked Salmon,,4 oz,1,,,0
week_15_page_4,Wild Alaska Cod Fillets,,oz,1,,,0
week_15_page_4,Organic Celery,,,1,,,1
week_15_page_4,Organic Sweet Potatoes,,,1,,,1
week_15_page_4,Holiday Grapes,,,1,,,0
week_15_page_4,Organic Green Cabbage,,,1,,,1
week_15_page_4,Heirloom Pumpkins,,,1,,,0
week_15_page_4,Organic 3 lb. Bag Gala Apples,,,1,,,1
week_15_page_4,Salsa,,,1,,,0
week_15_page_4,Organic Squash,,,1,,,1
week_15_page_4,Chicken Rollers,,7 oz,1,,,0
week_16_page_1,Wild Alaska Cod Fillets,5,3-4 oz,1,4.99,,0
week_16_page_1,Grass Fed Whey Powder,5,7-8 oz,1,3.99,,0
week_16_page_1,Grass Fed Whey Powder,9.99,lb,1,3,0.23,0
week_16_page_1,Fresh Hop,7.99,lb,1,3,0.27,0
week_16_page_1,Fresh Hop,11.99,lb,1,3,0.2,0
week_16_page_1,2 lb. Bag Organic Lemons,4.99,lb,1,3,,1
week_16_page_1,Ground Chuck,5.99,lb,1,2,0.25,0
week_16_page_1,Organic 3 lb. Bag Gala Apples,2.49,lb,1,0.5,0.17,1
week_16_page_1,Grass Fed Whey Powder,,,1,,0.25,0
week_16_page_1,Holiday Grapes,,,1,,0.5,0
week_16_page_1,Curry Chicken Salad,7.99,lb,1,3,0.27,0
week_16_page_1,Non-GMO Honeycrisp Apples,1.99,lb,1,2,0.5,0
week_16_page_1,Holiday Grapes,2.69,lb,1,1.3,0.33,0
week_16_page_1,Certified Organic Chicken Breasts,,,1,,0.5,1
week_16_page_2,Crispy Chicken Salad,3.99,,1,1,0.2,0
week_16_page_2,Salad,4.99,lb,1,2,0.29,0
week_16_page_2,Organic Baguette,0.98,bag,1,,,1
week_16_page_2,Kale Lemonade,,,1,1,,0
week_16_page_2,4-Pack Muffins,5.99,1 Pack,1,1,0.14,0
week_16_page_2,Loaf Bread,5.79,20-24 oz,1,0.5,0.08,0
week_16_page_2,Hummus,3,8 oz,1,3.98,,0
week_16_page_2,Bread Crumbs,,,1,,,0
week_16_page_2,Snack Bars,,2 oz,1,,,0
week_16_page_2,Chardonnay,,,1,,,0
week_16_page_2,Bean Chips,,12 oz,1,,,0
week_16_page_2,Fresh Hop,,12 Pack,1,,,0
week_16_page_2,Loaf Bread,,20-24 oz,1,,,0
week_16_page_3,Makeup,,,1,,0.25,0
week_16_page_3,Soy Yogurt,1.5,5.3 oz,1,0.58,,0
week_16_page_3,Bulk Body Care,,,1,,,0
week_16_page_3,Organic Cereal,,8.6-16 oz,1,,,1
week_16_page_3,Organic Soups,,14.5 oz,1,,,1
week_16_page_3,Bunny Grahams & Crackers,,7.5-7.6 oz,1,,,0
week_16_page_3,Coconut Milk,,Half gallon,1,,,0
week_16_page_3,BRAND WIDE SALE,,,1,,,0
week_16_page_3,Frozen Bread,,,1,,,0
week_16_page_3,Organic Cookies,,8 oz,1,,,1
week_16_page_3,Organic Canned Pumpkin,,15 oz,1,,,1
week_16_page_3,Organic Raw Apple Cider Vinegar,,32 oz,1,,,1
week_16_page_3,Bread Crumbs,,6-10 oz,1,,,0
week_16_page_3,Bunny Grahams & Crackers,,7.5-7.6 oz,1,,,0
week_16_page_3,Organic Soups,,14.5 oz,1,,,1
week_16_page_3,Organic Canned Pumpkin,,15 oz,1,,,1
week_16_page_3,Coconut Milk,,Half gallon,1,,,0
week_16_page_4,Bottom Round Roast or Ground Round,4.99,lb,1,2.5,0.33,0
week_16_page_4,Grass Fed Whey Powder,5.99,lb,1,2,0.25,0
week_16_page_4,Certified Organic Chicken Breasts,4,,1,2.97,,1
week_16_page_4,Thick Cut Bacon,,12 oz,1,,,0
